#CHR	start	end	T00h	T02h	T06h	T12h	T18h	T24h
3	26769499	26769899	0.2346	0.2321	0.1453	0.1284	-0.3775	-0.4608
3	26920098	26920498	0.6742	0.0278	-0.2496	-0.2616	0.1639	-0.0213
3	27009499	27009899	-0.5252	0.2342	0.1832	-0.0700	0.2960	0.2443
3	27129499	27129899	-0.3123	-0.5975	-0.2218	0.1820	-0.4925	0.1223
3	27280098	27280498	0.1813	0.6507	0.9570	0.4920	1.0491	1.3862
3	27369499	27369899	0.1434	0.0617	0.3645	0.2543	-0.8401	0.4353
3	27489499	27489899	1.0616	0.6561	1.2944	1.2233	1.4241	1.5857
3	27640098	27640498	-0.0003	-0.0861	0.2551	-0.0655	0.1208	0.3638
3	27729499	27729899	-0.1771	-0.0405	-0.4265	-0.7177	0.4954	0.1405
3	27849499	27849899	-0.0898	0.2506	0.2560	0.0025	0.5436	-0.2436
3	28000098	28000498	0.1321	-0.1766	0.2587	0.2720	0.3863	-0.1914
3	28089499	28089899	-0.0251	-0.0717	0.0484	0.5292	-0.0127	0.0686
3	28209499	28209899	-0.1427	-0.4641	-0.5258	-0.1586	-0.3146	0.0225
3	28360098	28360498	0.1945	0.1038	-0.0926	0.4617	0.4256	0.3145
3	28449499	28449899	0.2824	-0.6235	-0.3973	0.3064	0.2293	-0.6787
3	28569499	28569899	0.3084	-0.2606	-0.1370	0.0408	0.2289	-0.5870
3	28720098	28720498	-0.6970	0.0916	0.2905	-0.0869	0.5708	0.0175
3	28809499	28809899	0.2135	-0.3003	-0.2954	0.5493	0.9826	-0.1066
3	28929499	28929899	-0.3568	-0.0274	0.4202	-0.2120	-0.0810	0.0356
3	29080098	29080498	0.1614	-0.1816	-0.1984	0.2295	0.3508	-0.1123
3	29169499	29169899	0.2840	-0.1183	0.6922	-0.2330	0.0096	0.1007
3	29289499	29289899	0.0311	0.1968	0.3723	0.1811	-0.5867	-0.3066
3	29440098	29440498	0.5721	-0.1436	-0.2018	-0.3192	0.3318	-0.4656
3	29529499	29529899	1.2333	0.8068	1.6298	1.4362	1.8910	1.4920
3	29649499	29649899	0.0989	-0.4062	0.4089	0.0245	0.2541	0.5365
3	29800098	29800498	0.9800	1.1381	0.3512	1.3931	0.9514	1.6788
3	29889499	29889899	-0.9488	0.0029	0.1462	-0.0551	-0.5774	0.3814
3	30009499	30009899	0.1080	0.1413	0.0566	0.3629	0.1723	-0.0951
3	30160098	30160498	0.2088	0.0410	-0.3670	0.2413	-0.0210	0.1260
3	30249499	30249899	1.0861	0.6250	1.7283	1.1410	1.1416	1.7402
3	30369499	30369899	0.1012	0.4820	-0.0803	0.1404	-0.0741	-0.5043
3	30520098	30520498	-0.3037	-0.4566	-0.7499	-0.2246	-0.1408	-0.3595
3	30609499	30609899	1.0220	0.7562	1.0902	1.2887	1.1245	1.2899
3	30729499	30729899	0.5718	-0.3767	-0.0771	0.3146	-0.0279	0.3099
3	30880098	30880498	-0.3552	0.5428	-0.5112	0.6786	-0.2283	-0.6063
3	30969499	30969899	0.1523	0.2993	-0.3323	-0.0463	-0.2524	-0.1169
3	31089499	31089899	-0.6785	-0.2110	-0.5403	0.0408	-0.4109	-0.0940
3	31240098	31240498	0.1674	0.0153	-0.5822	-1.2746	-0.1635	-0.1676
3	31329499	31329899	1.0190	0.8127	1.5120	1.3980	1.6659	2.1266
3	31449499	31449899	-0.8490	-1.2592	-1.1650	-1.6029	-1.4021	-1.5919
3	31600098	31600498	0.0499	0.1716	0.1523	0.3369	0.1088	-0.0810
3	31689499	31689899	0.4148	-0.1865	-0.2886	0.2386	-0.3693	0.1139
3	31809499	31809899	0.1301	-0.1366	0.4806	0.0008	-0.2110	0.2069
3	31960098	31960498	0.0894	-0.0797	0.2834	0.0472	0.1448	-0.5825
3	32049499	32049899	0.0640	0.0035	0.8970	0.5410	0.1507	0.7148
3	32169499	32169899	0.6831	1.1157	0.6527	0.8983	1.5663	1.9436
3	32320098	32320498	-0.3835	-0.2902	-0.7807	0.4788	-0.2298	-0.4622
3	32409499	32409899	-0.8338	-0.9017	-0.8077	-1.1540	-1.4803	-1.3537
3	32529499	32529899	-0.5404	0.3219	-0.1613	0.2520	-0.1859	0.0011
3	32680098	32680498	-0.7898	-0.6153	-0.0954	0.1486	0.1838	0.3466
3	32769499	32769899	-0.4660	-0.2727	0.1617	-0.2999	-0.2205	0.7556
3	32889499	32889899	0.1952	0.2683	-0.6614	0.3888	0.3263	-0.1868
3	33040098	33040498	0.0372	0.0360	0.4974	0.4812	0.3601	0.1537
3	33129499	33129899	-0.3973	0.4792	0.1962	-0.0652	-0.0815	-0.3732
3	33249499	33249899	-0.4182	-0.0387	0.1745	0.6340	0.4141	-0.5042
3	33400098	33400498	-0.4241	0.0995	-0.0725	0.4689	0.2921	-0.6846
3	33489499	33489899	0.5513	-0.2042	0.5845	0.0792	0.0077	0.1021
3	33609499	33609899	0.1112	0.4052	0.2400	0.1947	-0.0004	-0.1336
3	33760098	33760498	-0.1938	0.1267	0.1807	0.2926	-0.2872	-0.3016
3	33849499	33849899	0.2259	-0.0080	-0.4554	0.3378	0.5571	0.0191
3	33969499	33969899	-0.0608	-0.6141	0.1404	0.2070	-0.3010	0.2789
3	34120098	34120498	0.4148	0.2026	-0.2547	0.3984	0.2788	-0.3927
3	34209499	34209899	-0.1878	0.3342	-0.2525	0.4330	-0.4015	0.2463
3	34329499	34329899	-0.2761	-0.2354	0.1511	-0.5928	-0.4544	-0.0501
3	34480098	34480498	0.5973	0.1020	-0.4919	0.5022	-0.6839	-0.0938
3	34569499	34569899	-0.1143	-0.5900	-0.0627	-0.0083	0.3843	0.1931
3	34689499	34689899	0.0386	0.1287	0.4420	0.0955	-0.3382	0.2257
3	34840098	34840498	0.3478	0.1357	0.0003	0.3406	0.1949	-0.0667
3	34929499	34929899	0.0646	0.5581	0.1760	-0.0821	0.0378	-0.3614
3	35049499	35049899	0.0067	-0.1407	0.4174	0.4336	-0.2318	-0.3254
3	35200098	35200498	0.1666	-0.0427	0.1268	-0.4766	0.3992	0.4163
3	35289499	35289899	1.0390	0.3349	1.4610	0.7707	1.0079	0.8664
3	35409499	35409899	-0.7734	-1.7786	-1.2217	-1.4959	-1.4590	-1.6631
3	35560098	35560498	0.9815	1.3372	0.8980	0.5153	0.7912	1.5377
3	35649499	35649899	-0.4931	0.0819	0.2055	0.3030	0.0564	-0.0459
3	35769499	35769899	0.2100	0.1226	-0.0193	0.1719	-0.2257	0.3285
3	35920098	35920498	0.4430	-0.0977	-0.0061	-0.0742	-0.2954	-0.5425
3	36009499	36009899	0.4051	0.0147	-0.0242	0.1172	0.1689	-0.3841
3	36129499	36129899	-0.2608	0.1317	-0.3249	0.1305	-0.4203	-0.0495
3	36280098	36280498	-0.3241	-0.0591	0.2072	0.2140	-0.0687	-0.5312
3	36369499	36369899	-0.1144	-0.2647	-0.4710	-0.3824	0.1905	0.4818
3	36489499	36489899	-0.3405	-0.1893	-0.2000	0.3904	-0.8184	0.3547
3	36640098	36640498	-0.1902	-0.0807	0.5346	-0.4057	0.2323	-0.2530
3	36729499	36729899	-0.8927	-0.1287	-0.1996	-0.0198	-0.6089	0.1130
3	36849499	36849899	0.2454	0.4139	-0.5299	0.4256	-0.0056	0.3270
3	37000098	37000498	0.4545	-0.1216	-0.0272	0.4482	-0.3218	-0.1093
3	37089499	37089899	-0.1195	-0.0088	-0.1598	-0.3365	-0.3256	0.0617
3	37209499	37209899	0.9130	1.6863	0.8899	1.0481	2.0039	1.2359
3	37360098	37360498	1.0852	1.2408	1.6063	2.0498	1.6064	1.7147
3	37449499	37449899	0.1957	-0.1070	-0.7882	0.4209	-0.5254	0.0218
3	37569499	37569899	0.0021	0.4987	0.0393	0.4467	0.1913	1.0181
3	37720098	37720498	-0.0589	0.2918	0.4771	-0.4742	0.0924	0.4373
3	37809499	37809899	-0.3724	-0.3202	0.2515	0.1018	-0.3718	-0.3319
3	37929499	37929899	-0.2401	-0.3506	-0.2191	0.0028	0.3145	0.2049
3	38080098	38080498	0.0032	0.0022	-0.5726	-0.8725	-0.4390	0.1238
3	38169499	38169899	0.1619	0.0890	0.0998	0.2235	-0.2234	0.1095
3	38289499	38289899	-0.4633	0.1161	0.4109	-0.6871	-0.0897	0.1534
3	38440098	38440498	-0.1071	-0.4350	-0.5127	-0.0016	-0.4911	0.2276
3	38529499	38529899	-0.4882	-0.1318	0.3317	-0.0405	0.3737	-0.6362
3	38649499	38649899	0.2081	-0.0847	0.4581	-0.4956	-0.4504	-0.0779
3	38800098	38800498	0.7770	-0.5451	-0.5756	-0.1026	-0.0580	0.2912
3	38889499	38889899	-0.2965	-0.0389	-0.6659	0.5785	-0.6748	0.1523
3	39009499	39009899	0.5707	0.7532	1.1206	0.8482	1.2986	1.6341
3	39160098	39160498	-0.5012	0.2339	-1.1147	0.1101	-0.1234	0.5903
3	39249499	39249899	0.8026	1.3303	1.9781	1.0435	1.3063	1.4765
3	39369499	39369899	0.8031	0.2307	-0.7111	0.1921	-0.1889	-0.6029
3	39520098	39520498	1.1300	-0.1115	-0.3541	-0.3611	0.1784	-0.5839
3	39609499	39609899	-0.1528	0.3568	0.6080	-0.4166	-0.2560	-0.5173
3	39729499	39729899	0.1578	0.2222	0.3407	0.1679	0.7455	-0.0537
3	39880098	39880498	-0.0723	0.1676	-0.4121	0.7700	0.0344	0.1066
3	39969499	39969899	-0.1754	-0.3652	0.5393	0.2444	-0.3027	0.5738
3	40089499	40089899	-0.0582	0.5315	-0.1171	-0.2264	-0.0962	0.2474
3	40240098	40240498	-0.2661	-0.2537	-0.2766	-0.1897	0.2793	-0.0022
3	40329499	40329899	0.1293	-0.4091	0.7515	0.0436	0.1527	0.0557
3	40449499	40449899	-0.0604	-0.9532	0.1156	-0.2405	-0.5059	0.1644
3	40600098	40600498	-0.0617	0.0347	-0.1109	0.1488	-0.2407	-0.1913
3	40689499	40689899	-0.1082	-0.1500	0.4781	0.0597	0.3141	-0.0544
3	40809499	40809899	-0.4253	0.7527	0.1092	-0.6085	-0.1360	0.3800
3	40960098	40960498	0.2522	-0.2854	-0.2901	-0.8629	0.2798	-0.1357
3	41049499	41049899	-0.3837	0.0009	-0.5554	-0.5198	-0.2662	-0.1852
3	41169499	41169899	-0.6190	-1.1902	-0.7832	-1.0603	-1.0865	-1.7409
3	41320098	41320498	1.0005	0.7537	1.3151	1.9168	1.2039	1.8549
3	41409499	41409899	0.1749	-0.1970	-0.4401	-0.1023	-0.3027	0.4350
3	41529499	41529899	-0.0209	0.1261	-0.3854	0.1129	-0.1146	-0.1973
3	41680098	41680498	0.3836	-0.2006	0.1089	0.4575	-0.0113	-0.0423
3	41769499	41769899	0.3821	0.2131	0.5540	-0.2890	-0.0566	0.0604
3	41889499	41889899	0.2156	-0.0043	0.3380	-0.0875	-0.3882	0.3532
3	42040098	42040498	0.5517	-0.2529	0.0273	-0.0648	0.4042	0.1202
3	42129499	42129899	1.0003	1.1684	1.0867	1.7454	1.7505	1.3361
3	42249499	42249899	0.3880	-0.2390	-0.2051	0.2499	-0.0719	-0.0727
3	42400098	42400498	-0.2531	0.1199	0.3482	-0.8173	-0.3394	0.0848
3	42489499	42489899	-0.3190	-0.5272	-0.7246	0.2055	-0.6556	0.1688
3	42609499	42609899	0.2845	-0.1486	0.1292	0.6425	-0.4260	0.8906
3	42760098	42760498	-0.2891	-0.3687	-0.3372	0.0966	0.5039	-0.0625
3	42849499	42849899	0.0796	-0.4708	0.0078	0.5303	0.3031	0.4706
3	42969499	42969899	-1.1307	-0.5875	-1.3637	-1.7373	-1.7929	-1.4638
3	43120098	43120498	0.5803	-0.0317	0.6915	-0.1043	-0.3635	0.1188
3	43209499	43209899	-0.2097	-1.4397	-0.6644	-0.7988	-1.8345	-1.6282
3	43329499	43329899	-0.7103	0.2392	-0.0009	0.0980	0.2602	0.0957
3	43480098	43480498	0.5816	-0.0062	-0.2207	0.4584	-0.7845	-0.4053
3	43569499	43569899	-0.1865	0.0218	0.0119	-0.5145	0.2442	-0.1230
3	43689499	43689899	-0.7406	0.3334	0.1108	0.5742	-0.0696	0.3828
3	43840098	43840498	0.1272	-0.4619	0.0922	-0.3329	-0.3287	0.0967
3	43929499	43929899	-0.1795	-0.3941	-0.5539	0.3288	0.5169	-0.3486
3	44049499	44049899	0.1224	-0.0906	-0.2267	0.3127	0.0045	-0.9678
3	44200098	44200498	0.3120	0.5890	0.3748	-0.4577	0.3374	0.0634
3	44289499	44289899	0.1236	0.8921	-0.0702	0.0969	0.1285	0.2911
3	44409499	44409899	-0.3181	-0.7156	-0.5453	0.0435	0.2278	0.0020
3	44560098	44560498	-0.4015	-0.1349	0.2125	0.1580	-0.8005	0.5733
3	44649499	44649899	-0.3202	-0.0416	0.0484	0.3756	-0.5259	0.2449
3	44769499	44769899	0.1166	0.0148	-0.1152	-0.5604	0.1696	0.1752
3	44920098	44920498	-0.0415	0.8422	-0.0165	-0.1009	0.1332	-0.1616
3	45009499	45009899	0.3873	-0.3032	-0.2972	-0.2879	-0.2509	0.0762
3	45129499	45129899	0.7235	-0.5779	-0.1693	0.3842	-0.2782	-0.4521
3	45280098	45280498	-0.5904	-0.2398	-0.5131	-0.3320	-0.1772	0.2731
3	45369499	45369899	0.2288	-0.3874	-0.2483	-0.1824	-0.0941	-0.1626
3	45489499	45489899	0.2785	-0.1409	-0.0849	0.0186	0.1640	0.4432
3	45640098	45640498	-0.2320	0.4278	-0.2024	-0.2371	-0.0676	0.4335
3	45729499	45729899	-0.1896	0.5228	0.4631	0.0845	0.1579	-0.2141
3	45849499	45849899	-0.5689	0.2295	0.4055	0.4498	0.4197	-0.1763
3	46000098	46000498	-0.7915	-0.2138	0.7254	-0.0005	-0.6066	0.1830
3	46089499	46089899	-0.0341	-0.2702	-0.3092	0.0922	-0.0579	-0.1587
3	46209499	46209899	0.2645	-0.3850	-0.1912	0.5131	0.5177	-0.2028
3	46360098	46360498	0.2513	0.1841	0.5803	0.7397	0.7843	1.1326
3	46449499	46449899	-0.0052	0.3018	-0.3951	-0.4430	-0.1967	-0.3077
3	46569499	46569899	-0.1059	0.2048	-0.3678	-0.2260	0.4497	0.4940
3	46720098	46720498	-0.5801	-0.2242	-0.5795	-0.4429	-0.1818	-0.6110
3	46809499	46809899	0.1369	0.2553	-0.0754	-0.6188	0.2345	-0.0340
3	46929499	46929899	-0.2559	-0.0583	-0.0666	0.0244	0.0952	0.3718
3	47080098	47080498	-0.5347	-0.0345	-0.4525	-0.2521	-0.0183	0.1745
3	47169499	47169899	-0.5563	-0.4947	-1.1548	-1.5561	-1.0151	-1.2394
3	47289499	47289899	0.3489	0.4973	0.6408	0.0079	-0.0029	-0.5170
3	47440098	47440498	-0.7146	0.1650	0.1160	-0.0439	-0.5467	0.2019
3	47529499	47529899	-0.2412	-0.2227	-0.1930	-0.4796	-0.1649	-0.0713
3	47649499	47649899	-0.5721	0.8886	-0.3712	0.3271	0.0003	0.1756
3	47800098	47800498	0.1502	0.9806	0.6876	1.2045	1.7310	1.0944
3	47889499	47889899	0.1655	-0.4220	0.2378	-0.0244	-0.1494	0.0188
3	48009499	48009899	-0.0992	-0.7646	0.7274	-0.5048	-0.3182	-0.2771
3	48160098	48160498	-0.4611	-0.1293	-0.1726	-0.1752	-0.4695	0.1850
3	48249499	48249899	0.2894	-0.0865	-0.0555	-0.2442	0.1086	0.2796
3	48369499	48369899	-0.0407	0.4894	-0.1844	-0.1622	0.2232	-0.3175
3	48520098	48520498	-0.6983	-0.0186	0.0937	-0.0735	-0.3919	0.1703
3	48609499	48609899	0.1332	0.0478	-0.6125	0.2996	0.3242	-0.4065
3	48729499	48729899	0.0533	-0.5493	-1.0075	-0.1649	0.5420	0.3896
3	48880098	48880498	0.2507	-0.0755	-0.5772	-0.0788	-0.0858	-0.3225
3	48969499	48969899	-0.0559	-0.2831	0.1817	0.2111	0.1950	-0.0901
3	49089499	49089899	-0.1305	-0.0041	-0.0237	-0.2640	0.2958	-0.0869
3	49240098	49240498	0.1660	0.5111	-0.2577	0.1616	-0.2861	0.0955
3	49329499	49329899	-0.0187	-0.5491	-0.0533	0.0793	-0.1185	0.2071
3	49449499	49449899	0.2547	-0.2191	0.0495	-0.1276	0.6310	0.4087
3	49600098	49600498	-0.0928	-0.3666	-0.0963	0.1102	0.1673	0.6875
3	49689499	49689899	-0.8670	-1.5370	-1.0915	-0.8360	-1.2823	-1.5502
3	49809499	49809899	-0.2611	-0.1673	-0.3713	-0.5092	0.2631	-0.0892
3	49960098	49960498	0.6438	1.1096	0.8564	0.9201	1.8515	1.6520
3	50049499	50049899	1.1906	1.4692	1.2751	1.0992	1.5178	1.7122
3	50169499	50169899	-0.3196	0.4460	-0.2080	0.2578	-0.4742	-0.1360
3	50320098	50320498	0.2092	0.3795	0.3502	0.2835	-0.2910	-0.4391
3	50409499	50409899	1.2723	1.2556	1.7346	1.8044	1.1417	2.0017
3	50529499	50529899	-0.5605	-0.1585	-0.1383	-0.4158	-0.2626	0.0048
3	50680098	50680498	-0.0070	-0.4230	-0.8501	-0.3094	-0.2248	0.0185
3	50769499	50769899	-0.4478	0.3799	0.6892	0.4275	-0.3257	-0.4127
3	50889499	50889899	0.2279	-0.1641	-0.0593	0.3952	0.0485	0.2740
3	51040098	51040498	0.4095	0.0424	0.6462	-0.1263	-0.3587	-0.4260
3	51129499	51129899	0.0907	0.0213	-0.1997	-0.0898	0.0569	-0.0525
3	51249499	51249899	-0.4805	0.1595	-0.4159	0.6295	0.1815	0.1002
3	51400098	51400498	0.2890	0.6605	1.6120	1.7302	1.6444	1.6126
3	51489499	51489899	0.9665	0.6477	0.8970	1.5832	1.4757	1.5581
3	51609499	51609899	-0.4574	-0.0214	-0.1591	-0.1532	-0.2468	-0.1448
3	51760098	51760498	0.0860	0.0582	-0.5754	0.3720	-0.2596	0.3334
3	51849499	51849899	-0.0413	0.2152	0.1776	-0.0598	-0.2680	-0.2953
3	51969499	51969899	-0.4330	-0.4955	0.5196	0.2191	0.2891	0.3293
3	52120098	52120498	0.0297	0.0579	0.0927	-0.0164	0.4024	0.2557
3	52209499	52209899	0.0552	-0.4296	-0.2516	0.2178	0.1818	0.0157
3	52329499	52329899	-0.0043	-0.1536	0.4952	-0.0954	0.2341	-0.3462
3	52480098	52480498	-0.0882	0.0002	-0.5974	0.2814	-0.2687	-0.3041
3	52569499	52569899	1.0120	1.3488	1.1319	1.2484	1.9447	2.3482
3	52689499	52689899	-0.2195	-0.2967	-0.2145	-0.1972	0.6231	0.2103
3	52840098	52840498	0.2687	-0.1802	0.0567	0.4937	0.3168	-0.1288
3	52929499	52929899	0.0465	0.3303	-0.1811	0.3311	-0.2685	-0.1844
3	53049499	53049899	-0.3400	0.2178	0.4850	-0.2085	0.1129	0.1213
3	53200098	53200498	-0.2276	0.3290	-0.1107	0.3723	0.1159	0.1709
3	53289499	53289899	0.5132	0.2184	-0.1700	-0.4092	-0.2540	0.3177
3	53409499	53409899	-0.2096	0.2476	0.0895	0.5962	0.1065	0.1064
3	53560098	53560498	-0.6061	0.6753	0.6109	0.3738	0.0379	0.0558
3	53649499	53649899	0.5361	0.3059	-0.1377	0.0027	-0.1219	0.1449
3	53769499	53769899	-0.6834	-0.4027	0.4949	0.2281	0.3302	-0.0207
3	53920098	53920498	0.0713	0.4059	-0.1293	-1.1430	0.0752	0.4362
3	54009499	54009899	-1.0919	-0.5863	-1.1541	-1.1531	-1.6760	-1.5582
3	54129499	54129899	-0.4810	0.5350	-0.0081	-0.1244	0.1640	0.2860
3	54280098	54280498	-0.1960	0.5270	0.1943	-0.6452	0.0870	-1.0219
3	54369499	54369899	0.6551	1.0509	1.2882	1.2282	1.6997	1.2622
3	54489499	54489899	0.0110	-0.4290	-0.0479	0.1218	-0.3753	-0.2857
3	54640098	54640498	0.2405	0.1904	-0.1334	-0.1242	0.3651	0.4194
3	54729499	54729899	0.5734	0.4320	0.0130	-0.1303	0.0028	0.1859
3	54849499	54849899	-0.6658	-0.3540	0.2775	0.1757	-0.5339	-0.0419
3	55000098	55000498	0.6004	-0.2485	-0.3154	-0.0366	-0.0355	1.3002
3	55089499	55089899	-0.6017	-0.0235	0.1560	-0.0626	-0.5080	0.1385
3	55209499	55209899	0.2720	0.1231	-0.1011	0.1941	-0.0379	-0.1343
3	55360098	55360498	0.2698	0.5437	-0.4461	-0.3983	-0.0113	-0.0408
3	55449499	55449899	0.1385	0.3638	0.2018	0.2868	0.2954	-0.0771
3	55569499	55569899	0.2346	-0.0826	-0.5734	-0.4938	0.3506	-0.1612
3	55720098	55720498	0.3464	0.3511	-0.6306	0.0399	0.3522	0.2656
3	55809499	55809899	0.2219	0.5696	0.3455	0.0281	-0.4196	0.0520
3	55929499	55929899	-0.8928	-0.0323	0.0372	0.1227	0.5717	-0.2242
3	56080098	56080498	-0.1656	0.6749	0.3604	0.3251	-0.2837	0.1198
3	56169499	56169899	0.1523	0.0004	-0.2965	0.4762	0.1277	-0.1649
3	56289499	56289899	0.4286	0.6238	-0.0443	0.0446	-0.2199	0.5309
3	56440098	56440498	0.1881	-0.0410	0.4269	0.0772	0.1972	-0.4343
3	56529499	56529899	0.0655	0.2557	-0.2945	0.4901	0.5772	-0.2676
3	56649499	56649899	0.7756	-0.4239	-0.3239	-0.1063	0.2586	0.3008
3	56800098	56800498	-0.3807	-0.3153	-0.2836	0.0260	0.6046	-0.3232
3	56889499	56889899	-0.2271	0.0751	-0.1487	-0.1852	0.1172	0.3892
3	57009499	57009899	0.1097	-0.3115	-0.1382	0.3265	0.1589	0.1658
3	57160098	57160498	-0.0244	0.1285	0.2690	0.3988	0.2269	0.1649
3	57249499	57249899	0.4727	-0.2491	0.1096	0.3166	0.0458	0.6575
3	57369499	57369899	0.0482	0.7130	-0.0242	0.4017	-0.3951	-0.7048
3	57520098	57520498	-0.1062	-0.0379	-0.5033	-0.0884	0.2415	-0.2541
4	40098	40498	-0.8414	-0.3845	0.3693	-0.3494	0.5220	0.4574
4	60000	60400	0.1639	0.0096	-0.1118	0.2118	-0.4019	0.2628
4	129499	129899	-0.2760	0.1519	0.6054	-0.0483	-0.4935	-0.2566
4	180000	180400	0.2270	0.8407	0.0805	0.0926	0.2223	0.2649
4	249499	249899	-0.3593	-0.2115	0.3263	-0.3099	-0.0450	-0.3273
4	300000	300400	0.6488	0.1860	0.2179	0.1689	-0.4095	-0.3591
4	400098	400498	-0.0078	-0.1951	-0.4033	0.4658	0.2679	0.1648
4	420000	420400	-0.0451	-0.5643	-0.3324	0.4530	0.0230	-0.1362
4	489499	489899	-0.2902	-0.0574	-0.2623	0.2360	0.6475	0.2797
4	540000	540400	0.1046	-0.1838	-0.1248	0.2237	0.1511	0.0218
4	609499	609899	0.2623	0.2499	0.1466	0.2479	-0.4177	0.2734
4	660000	660400	0.2254	0.4105	0.0765	-0.5638	0.0099	0.4562
4	760098	760498	0.0113	-0.2683	0.1838	0.2683	-0.4124	0.0541
4	780000	780400	-0.4647	0.2851	0.0720	-0.2467	0.0927	0.1983
4	849499	849899	-0.2518	0.1580	-0.3177	0.0655	-0.3117	0.7840
4	900000	900400	0.1373	0.5830	0.1901	-0.4868	-0.1249	-0.4146
4	969499	969899	0.1148	0.4180	-0.2822	-0.0329	0.1546	-0.1378
4	1020000	1020400	0.4531	-0.0135	-0.1160	-0.1321	-0.2339	-0.7784
4	1120098	1120498	-0.4301	-0.4430	-1.5058	-1.3203	-1.7176	-1.5359
4	1140000	1140400	0.0216	0.6488	0.2330	-0.0225	-0.2529	0.0244
4	1209499	1209899	0.6435	1.5521	1.3297	1.4664	1.8469	2.3006
4	1260000	1260400	-0.5582	0.5323	0.0355	-0.6741	0.0533	-0.4500
4	1329499	1329899	0.3481	-0.1569	0.0986	-0.2681	-0.4151	0.7842
4	1380000	1380400	0.3380	-0.4118	-0.3966	0.0482	0.0551	0.1601
4	1480098	1480498	-0.1873	0.1006	0.3127	-0.7469	-0.2671	-0.1506
4	1500000	1500400	-0.2820	-0.2717	-0.2858	0.4106	-0.1002	0.2401
4	1569499	1569899	0.0743	-0.4456	0.0897	0.1252	-0.7298	0.3017
4	1620000	1620400	0.5607	0.4286	-0.8534	-0.4082	-0.2679	0.1497
4	1689499	1689899	0.6316	1.2286	0.6543	1.1604	1.1123	0.7295
4	1740000	1740400	-0.3146	-0.2997	0.2621	0.0940	1.0738	0.5157
4	1840098	1840498	-0.7238	0.0985	-0.2637	-0.0600	0.0446	0.3308
4	1860000	1860400	-0.2832	-0.2425	-0.0425	-0.2709	-0.3074	0.2253
4	1929499	1929899	-0.3657	0.5300	0.0415	0.2075	-0.2720	0.1175
4	1980000	1980400	0.5328	-0.0160	0.0974	0.7775	0.3998	0.3352
4	2049499	2049899	-0.5407	-1.3645	-0.6999	-1.5531	-0.8326	-1.6247
4	2100000	2100400	-0.2636	-0.1760	0.5714	0.2734	-0.0780	0.2362
4	2200098	2200498	-0.4700	0.6068	-0.3984	-0.0126	-0.5287	-0.8541
4	2220000	2220400	-0.0418	-0.6762	0.3179	-0.0147	0.2798	-0.1062
4	2289499	2289899	-0.4208	-1.2953	-0.0077	-0.9536	-1.4993	-1.9022
4	2340000	2340400	0.0483	0.0464	0.3016	0.0071	-0.1110	0.3863
4	2409499	2409899	0.0943	0.0459	-0.1131	-0.3075	-0.8448	0.0880
4	2460000	2460400	0.3188	-0.5006	0.3171	0.8520	-0.1211	0.0724
4	2560098	2560498	-0.1148	0.4470	-0.1764	-0.0775	0.3184	-0.2965
4	2580000	2580400	-0.5549	0.5038	-0.1655	0.1859	-0.1221	-0.0277
4	2649499	2649899	-0.1094	0.0870	-0.2923	-0.3997	0.4556	0.3248
4	2700000	2700400	0.1114	0.2378	0.2075	0.5828	0.2141	-0.5182
4	2769499	2769899	0.5071	-0.4615	-0.4843	0.7350	-0.2912	-0.2554
4	2820000	2820400	0.1915	-0.0233	0.8144	0.1645	-0.0886	0.3277
4	2920098	2920498	-0.2532	0.0282	-0.3783	0.0303	0.5144	0.7738
4	2940000	2940400	0.0684	0.7703	-0.4436	-0.3924	0.4137	0.1128
4	3009499	3009899	0.1846	-0.0292	0.4798	0.0850	0.0577	0.2342
4	3060000	3060400	0.7590	-0.0011	0.3742	-0.2744	0.4544	0.2254
4	3129499	3129899	-0.0045	-0.2284	0.0897	-0.2144	-0.0145	0.1269
4	3180000	3180400	-0.1341	-0.4989	-0.4877	-0.5552	0.6721	-0.3190
4	3280098	3280498	0.0301	0.5208	-0.2187	0.0653	0.0069	0.0308
4	3300000	3300400	0.7804	0.3299	-0.2246	-0.2385	-0.1563	0.1064
4	3369499	3369899	0.0059	-0.2420	-0.0350	-0.1040	-0.1824	-0.0768
4	3420000	3420400	0.1899	-0.1497	0.5797	-0.8589	-0.7740	0.1492
4	3489499	3489899	-0.1616	-0.3841	-0.2094	0.2568	0.1380	0.0195
4	3540000	3540400	0.3224	-0.3835	0.4804	0.3334	-0.2778	-0.1785
4	3640098	3640498	0.3184	0.7652	1.1058	0.9907	0.5768	1.1325
4	3660000	3660400	0.0111	0.4118	-0.0375	-0.2865	-0.6267	0.1012
4	3729499	3729899	0.0295	-0.1037	0.1440	-0.0270	0.3691	0.3088
4	3780000	3780400	-0.1653	-0.0392	0.1325	-0.6152	-0.5335	0.3827
4	3849499	3849899	0.1675	-0.4802	-1.0054	-0.9332	-1.0075	-0.3906
4	3900000	3900400	0.2918	0.1931	0.1682	0.3285	0.0119	-0.0392
4	4000098	4000498	0.6855	0.7020	1.0531	1.1585	1.5256	1.8137
4	4020000	4020400	-0.0793	0.2887	-0.0365	0.5876	-0.8721	-0.1550
4	4089499	4089899	0.2854	-0.1483	-0.0535	-0.5971	0.5177	0.0446
